"id","item_name","short_description","item_tags","created_at"
"1255","Mentat's Garment Leggings","A Unique Mentat's Garment Leggings.","[""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"1256","Mercenary Heavy Boots","Heavy boots made from duraluminum.","[""Items.Clothes.HeavyArmor.Feet"",""LootTier.5"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"1257","Mercenary Heavy Chestplate","Heavy chest armor made from duraluminum.","[""Items.Clothes.HeavyArmor.Torso"",""LootTier.5"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"1258","Mercenary Heavy Gloves","Heavy hand armor made from duraluminum.","[""Items.Clothes.HeavyArmor.Hands"",""LootTier.5"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"1259","Mercenary Heavy Helmet","Heavy combat helmet made from duraluminum.","[""Items.Clothes.HeavyArmor.Head"",""LootTier.5"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"1260","Mercenary Heavy Pants","Heavy leg armor made from duraluminum.","[""Items.Clothes.HeavyArmor.Legs"",""LootTier.5"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"1261","Mercenary Scout Boots","Light armor boots made from duraluminum.","[""Items.Clothes.ScoutArmor.Feet"",""LootTier.5"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"1262","Mercenary Scout Gloves","Light armor gloves made from duraluminum.","[""Items.Clothes.ScoutArmor.Hands"",""LootTier.5"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"1263","Mercenary Scout Helmet","Light armor helmet made from duraluminum.","[""Items.Clothes.ScoutArmor.Head"",""LootTier.5"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"1264","Mercenary Scout Leggings","Light armor leggings made from duraluminum.","[""Items.Clothes.ScoutArmor.Legs"",""LootTier.5"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"1265","Mercenary Scout Top","Light armor top made from duraluminum.","[""Items.Clothes.ScoutArmor.Torso"",""LootTier.5"",""Loot.GreatHouse""]","2026-02-25 21:38:24.494667+00"
"1266","Mercenary Stillsuit Body","A full-body stillsuit with duraluminum fittings.","[""Items.Clothes.Stillsuit.Torso"",""LootTier.5"",""Loot.Fremen"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"1267","Mercenary Stillsuit Boots","Stillsuit boots with duraluminum actuator pumps.","[""Items.Clothes.Stillsuit.Feet"",""LootTier.5"",""Loot.Fremen"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"1268","Mercenary Stillsuit Gloves","Stillsuit gloves with duraluminum fittings.","[""Items.Clothes.Stillsuit.Hands"",""LootTier.5"",""Loot.Fremen"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"1269","Mercenary Stillsuit Mask","A stillsuit mask with duraluminum fittings.","[""Items.Clothes.Stillsuit.Head"",""LootTier.5"",""Loot.Fremen"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"1270","Micro-sandwich Fabric","A Fremen component used in fabrication.","[""Items.CraftedResources"",""LootTier.1"",""Loot.Fremen""]","2026-02-25 21:38:24.494667+00"
"1271","Military Power Regulator","A component used in vehicle fabrication.","[""Items.CraftedResources"",""LootTier.5"",""Loot.Component"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"1272","Miner Boots","A miner's boots","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1273","Miner Gloves","A miner's gloves","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1274","Miner Hard Hat","A miner's hard hat","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1275","Miner Jacket","A miner's jacket","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1276","Miner Pants","A miner's pants","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1277","Miner's Blessing","Schematic for a jacket made from breathable materials.","[""Items.Clothes.ScoutArmor.Torso"",""LootTier.4"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"1278","Miner's Blessing Schematic","Schematic for a jacket made from breathable materials.","[""Items.Schematics.Clothes.ScoutArmor"",""LootTier.4"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"1279","Minimic Film","Encoded minimic film found in the Safe inside the Sietch","[""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"1280","Missile","Missile projectile typically utilized by infantry missile launchers.","[""Items.Ammo.Exotic"",""LootTier.6"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1281","Missile Launcher","Missile Launcher","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1282","Mnemonic Filmbook 1","Used for Mnemonic Recall","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1283","Mobula Gang's Minimic Film","Minimic film recovered from a Slaver base.","[""Contract.Target.Item"",""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"1284","Modding Station Patent","A station for modifying gear","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1285","Mohandis Sandbike Engine Mk1","An engine that runs hot, but fast.","[""Items.Holsters.Deployables.VehicleBase.Sandbike"",""LootTier.1"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1286","Mohandis Sandbike Engine Mk1 Schematic","Schematic for an engine that runs hot, but fast.","[""Items.Schematics.Deployables.VehicleBase.Sandbike"",""LootTier.1"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"1287","Mohandis Sandbike Engine Mk2","An engine that runs hot, but fast","[""Items.Holsters.Deployables.VehicleBase.Sandbike"",""LootTier.2"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1288","Mohandis Sandbike Engine Mk2 Schematic","Schematic for an engine that runs hot, but fast.","[""Items.Schematics.Deployables.VehicleBase.Sandbike"",""LootTier.2"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"1289","Mohandis Sandbike Engine Mk3","An engine that runs hot, but fast","[""Items.Holsters.Deployables.VehicleBase.Sandbike"",""LootTier.3"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1290","Mohandis Sandbike Engine Mk3 Schematic","Schematic for an engine that runs hot, but fast.","[""Items.Schematics.Deployables.VehicleBase.Sandbike"",""LootTier.3"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"1291","Mohandis Sandbike Engine Mk4","An engine that runs hot, but fast","[""Items.Holsters.Deployables.VehicleBase.Sandbike"",""LootTier.4"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1292","Mohandis Sandbike Engine Mk4 Schematic","Schematic for an engine that runs hot, but fast.","[""Items.Schematics.Deployables.VehicleBase.Sandbike"",""LootTier.4"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"1293","Mohandis Sandbike Engine Mk5","An engine that runs hot, but fast","[""Items.Holsters.Deployables.VehicleBase.Sandbike"",""LootTier.5"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1294","Mohandis Sandbike Engine Mk5 Schematic","Schematic for an engine that runs hot, but fast.","[""Items.Schematics.Deployables.VehicleBase.Sandbike"",""LootTier.5"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"1295","Mohandis Sandbike Engine Mk6","An engine that runs hot, but fast","[""Items.Holsters.Deployables.VehicleBase.Sandbike"",""LootTier.6"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1296","Mohandis Sandbike Engine Mk6 Schematic","Schematic for an engine that runs hot, but fast.","[""Items.Schematics.Deployables.VehicleBase.Sandbike"",""LootTier.6"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"1297","Moisture Sealer","A modified dirk that burns as it cuts.","[""Items.Holsters.MeleeWeapons.Knife.Dirk"",""LootTier.5"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"1298","Moisture Sealer Schematic","Schematic for a modified dirk that burns as it cuts.","[""Items.Schematics.MeleeWeapons.Knife"",""LootTier.5"",""Rarity.Rare"",""LootPool.4""]","2026-02-25 21:38:24.494667+00"
"1299","Mouse Corpse","A dead mouse, which can act as a source of blood.","[""Items.RawResources.Misc"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1300","Muad'Dib Corpse","A fabrication component found in loot.","[""Items.CraftedResources"",""LootTier.2"",""Loot.Component"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"1301","Muad'Dib Statue","","[""Items.Consumables.BuildableSets"",""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange""]","2026-02-25 21:38:24.494667+00"
"1302","Mysterious Vials","A small case holding a set of vials","[""Items.ExcludeFromExchange"",""Items.Contract"",""Items.ActorBoundItem""]","2026-02-25 21:38:24.494667+00"
"1303","Native Stillsuit Body","A full-body stillsuit with aluminum fittings.","[""Items.Clothes.Stillsuit.Torso"",""LootTier.4"",""Loot.Fremen"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"1304","Native Stillsuit Boots","Stillsuit boots with aluminum actuator pumps.","[""Items.Clothes.Stillsuit.Feet"",""LootTier.4"",""Loot.Fremen"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"1305","Native Stillsuit Gloves","Stillsuit gloves with aluminum fittings.","[""Items.Clothes.Stillsuit.Hands"",""LootTier.4"",""Loot.Fremen"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"1306","Native Stillsuit Mask","A stillsuit mask with aluminum fittings.","[""Items.Clothes.Stillsuit.Head"",""LootTier.4"",""Loot.Fremen"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"1307","Night Rider Sandbike Boost Mk2","A sandbike booster tuned for evening rides","[""Items.Holsters.Deployables.VehicleExtra.Sandbike"",""LootTier.2"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1308","Night Rider Sandbike Boost Mk2 Schematic","Schematic for a sandbike booster tuned for evening rides.","[""Items.Schematics.Deployables.VehicleExtra.Sandbike"",""LootTier.2"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"1309","Night Rider Sandbike Boost Mk3","A sandbike booster tuned for evening rides","[""Items.Holsters.Deployables.VehicleExtra.Sandbike"",""LootTier.3"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1310","Night Rider Sandbike Boost Mk3 Schematic","Schematic for a sandbike booster tuned for evening rides.","[""Items.Schematics.Deployables.VehicleExtra.Sandbike"",""LootTier.3"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"1311","Night Rider Sandbike Boost Mk4","A sandbike booster tuned for evening rides","[""Items.Holsters.Deployables.VehicleExtra.Sandbike"",""LootTier.4"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1312","Night Rider Sandbike Boost Mk4 Schematic","Schematic for a sandbike booster tuned for evening rides.","[""Items.Schematics.Deployables.VehicleExtra.Sandbike"",""LootTier.4"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"1313","Night Rider Sandbike Boost Mk5","A sandbike booster tuned for evening rides","[""Items.Holsters.Deployables.VehicleExtra.Sandbike"",""LootTier.5"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1314","Night Rider Sandbike Boost Mk5 Schematic","Schematic for a sandbike booster tuned for evening rides.","[""Items.Schematics.Deployables.VehicleExtra.Sandbike"",""LootTier.5"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"1315","Night Rider Sandbike Boost Mk6","A sandbike booster tuned for evening rides","[""Items.Holsters.Deployables.VehicleExtra.Sandbike"",""LootTier.6"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1316","Night Rider Sandbike Boost Mk6 Schematic","Schematic for a sandbike booster tuned for evening rides.","[""Items.Schematics.Deployables.VehicleExtra.Sandbike"",""LootTier.6"",""Rarity.Rare"",""LootPool.3""]","2026-02-25 21:38:24.494667+00"
"1317","NPC Glutton's Hook","NPC Glutton's Hook shortdesc","[""Items.ExcludeFromLootSystem"",""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerBuyingFromVendor""]","2026-02-25 21:38:24.494667+00"
"1318","Oathbreaker Boots","Unique boots worn by those without other options.","[""Items.Clothes.HeavyArmor.Feet"",""LootTier.2"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"1319","Oathbreaker Boots Schematic","Schematic for unique heavy boots worn by those without other options.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.2"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"1320","Oathbreaker Chestpiece","A unique jerkin worn by those without other options.","[""Items.Clothes.HeavyArmor.Torso"",""LootTier.2"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"1321","Oathbreaker Chestpiece Schematic","Schematic for a unique jerkin worn by those without other options.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.2"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"1322","Oathbreaker Gauntlets","Unique gloves worn by those without other options.","[""Items.Clothes.HeavyArmor.Hands"",""LootTier.2"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"1323","Oathbreaker Gauntlets Schematic","Schematic for unique gloves worn by those without other options.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.2"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"1324","Oathbreaker Headwrap","Unique headwrap worn by those without other options.","[""Items.Clothes.HeavyArmor.Head"",""LootTier.2"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"1325","Oathbreaker Headwrap Schematic","Schematic for a unique headwrap worn by those without other options.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.2"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"1326","Oathbreaker Pants","Unique pants worn by those without other options.","[""Items.Clothes.HeavyArmor.Legs"",""LootTier.2"",""Rarity.Rare""]","2026-02-25 21:38:24.494667+00"
"1327","Oathbreaker Pants Schematic","Schematic for unique pants worn by those without other options.","[""Items.Schematics.Clothes.AssaultArmor"",""LootTier.2"",""Rarity.Rare"",""LootPool.2""]","2026-02-25 21:38:24.494667+00"
"1328","Off-world Medical Supplies","A fabrication component found in loot.","[""Items.CraftedResources"",""LootTier.3"",""Loot.Component"",""Items.ExcludeFromLootSystem""]","2026-02-25 21:38:24.494667+00"
"1329","Offload Equipment","","[""Items.ExcludeFromExchange"",""Items.Contract""]","2026-02-25 21:38:24.494667+00"
"1330","Old Sandbike Front","","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1331","Old Sparky Mk1","Power pack with a faster recharge.","[""Items.Holsters.UtilityTools.Power"",""LootTier.1"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1332","Old Sparky Mk1 Schematic","Schematic for a power pack with a faster recharge.","[""Items.Schematics.UtilityTools.Power"",""LootTier.1"",""Rarity.Rare"",""LootPool.4""]","2026-02-25 21:38:24.494667+00"
"1333","Old Sparky Mk2","Power pack with a faster recharge.","[""Items.Holsters.UtilityTools.Power"",""LootTier.2"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1334","Old Sparky Mk2 Schematic","Schematic for a power pack with a faster recharge.","[""Items.Schematics.UtilityTools.Power"",""LootTier.2"",""Rarity.Rare"",""LootPool.4""]","2026-02-25 21:38:24.494667+00"
"1335","Old Sparky Mk3","Power pack with a faster recharge.","[""Items.Holsters.UtilityTools.Power"",""LootTier.3"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1336","Old Sparky Mk3 Schematic","Schematic for a power pack with a faster recharge.","[""Items.Schematics.UtilityTools.Power"",""LootTier.3"",""Rarity.Rare"",""LootPool.4""]","2026-02-25 21:38:24.494667+00"
"1337","Old Sparky Mk4","Power pack with a faster recharge.","[""Items.Holsters.UtilityTools.Power"",""LootTier.4"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1338","Old Sparky Mk4 Schematic","Schematic for a power pack with a faster recharge.","[""Items.Schematics.UtilityTools.Power"",""LootTier.4"",""Rarity.Rare"",""LootPool.4""]","2026-02-25 21:38:24.494667+00"
"1339","Olef's Quickcutter","A cutteray that yields additional iron when mining.","[""Items.Holsters.GatheringTools.Cutteray"",""LootTier.2"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1340","Olef's Quickcutter Schematic","Schematic for a cutteray that yields additional iron when mining.","[""Items.Schematics.GatheringTools.Cutteray"",""LootTier.2"",""Rarity.Rare"",""LootPool.4""]","2026-02-25 21:38:24.494667+00"
"1341","Omni Focused Dew Scythe","Dew scythe that gathers more moisture.","[""Items.Holsters.HydrationTools"",""LootTier.6"",""Rarity.Rare"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
"1342","Omni Focused Dew Scythe Schematic","Dew scythe that gathers more moisture.","[""Items.Schematics.HydrationTools"",""LootTier.6"",""Rarity.Rare"",""LootPool.1""]","2026-02-25 21:38:24.494667+00"
"1343","Omni Kinetic Suspensor Belt","Temp short desc","[""Items.ExcludeFromExchange"",""Items.ExcludeFromPlayerSellingToVendor"",""Items.ExcludeFromPlayerBuyingFromVendor"",""Items.ExcludeFromLootSystem"",""Items.NotCustomizable""]","2026-02-25 21:38:24.494667+00"
